V1,travel,sleep,work_act,household_combine,Leisure_Combine,Others,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
147165,40,405,835,0,0,160,35,5.17857142857,2013,39,2,1,48,3,0
147170,80,420,415,285,120,120,37,9.35540540541,2013,40,2,2,62,3,0
147184,45,540,630,12,153,60,40,20.19225,2013,42,2,1,31,3,2
147185,90,315,465,20,350,200,40,13.4615,2013,39,2,1,58,1,0
147187,30,375,720,165,130,20,50,8.68,2013,40,1,1,34,1,5
147190,57,449,648,215,26,45,65,19.2307692308,2013,40,1,1,42,1,1
147194,205,450,435,45,235,70,40,37.5,2013,43,1,1,40,3,0
147205,82,344,508,421,10,75,40,15.3845,2013,39,2,1,28,1,4
147207,85,495,540,25,260,35,47,29.7872340426,2013,41,1,1,38,1,1
147211,130,503,494,88,170,55,45,19.658,2013,39,2,1,30,3,2
147214,20,630,395,0,335,60,36,13.3544444444,2013,39,1,1,53,1,0
147218,244,480,166,65,141,344,45,64.1024444444,2013,46,2,1,69,1,0
147220,170,360,600,0,150,160,66,14.5686363636,2013,43,1,1,45,1,0
147221,135,460,490,230,45,80,40,72.11525,2013,46,2,1,39,1,4
147224,80,240,745,0,85,290,72,8.88888888889,2013,43,1,1,53,1,0
147225,25,420,480,150,305,60,50,16.1538,2013,39,2,1,48,1,1
147228,135,385,270,445,115,90,50,10,2013,43,1,1,31,1,1
147230,100,420,555,30,205,130,55,26.4772727273,2013,43,1,2,41,1,2
147237,132,450,435,113,240,70,38,37.9552631579,2013,44,2,1,39,1,3
147250,60,390,420,50,505,15,40,11.53825,2013,39,1,1,56,3,0
147251,80,420,330,0,590,20,45,10.4444444444,2013,33,1,1,45,2,2
147265,86,410,465,20,305,154,40,14.05,2013,43,1,2,60,1,0
147270,21,390,525,90,294,120,40,24.03825,2013,39,2,1,41,2,1
147287,10,570,30,195,445,190,65,17.7513846154,2013,43,1,1,32,1,2
147290,75,600,570,0,180,15,40,30,2013,39,1,1,28,3,0
147303,50,665,665,0,0,60,40,9.5,2013,36,2,1,25,3,2
147305,220,270,502,194,209,45,42,23.3514285714,2013,41,1,1,37,1,3
147329,205,540,240,40,375,40,52,14.4230769231,2013,39,1,1,58,3,0
147332,125,460,525,115,185,30,45,39.3162222222,2013,43,1,1,38,1,2
147339,60,460,750,0,110,60,45,51.7093333333,2013,43,1,1,55,1,0
147342,55,515,520,25,260,65,47,31.6382978723,2013,43,1,1,27,3,0
147347,160,490,495,20,240,35,45,22.4888888889,2013,40,1,1,61,1,0
147352,75,360,450,0,305,250,40,27,2013,39,1,1,40,1,0
147353,80,510,455,5,330,60,40,31.25,2013,45,1,1,31,1,1
147355,52,240,430,60,558,100,40,12.8,2013,39,1,1,23,2,2
147357,50,470,448,75,330,67,40,26,2013,43,1,1,30,3,0
147365,160,460,445,45,245,85,40,37.26,2013,41,1,1,36,1,2
147370,111,364,620,80,200,65,56,5.76785714286,2013,43,2,2,30,3,0
147371,76,470,20,157,30,687,40,26.5,2013,43,2,1,31,3,0
147372,80,540,480,0,250,90,45,21.3673333333,2013,41,1,1,31,1,3
147376,47,480,451,151,226,85,40,15,2013,43,2,1,43,1,2
147384,50,480,450,120,295,45,40,60,2013,44,1,1,53,3,0
147389,80,405,450,140,280,85,40,13.75,2013,40,2,1,47,3,0
147390,75,330,450,35,355,195,38,14,2013,39,2,1,54,3,0
147397,100,510,380,185,100,165,40,10.625,2013,39,2,1,53,1,1
147398,55,465,585,15,245,75,50,53.846,2013,44,2,1,50,1,0
147400,195,450,480,45,210,60,40,18,2013,39,1,1,28,3,0
147404,100,367,580,33,240,120,55,9.45454545455,2013,40,1,1,52,1,0
147409,60,240,795,65,220,60,36,22.2222222222,2013,44,2,2,62,3,0
147413,47,501,510,45,255,82,45,48.4444444444,2013,43,1,1,40,1,1
147416,70,519,720,41,35,55,60,12.5,2013,39,2,2,38,3,1
147417,115,114,980,36,170,25,40,14.875,2013,42,1,1,35,3,0
147419,75,535,420,225,170,15,40,15,2013,43,2,1,35,1,2
147426,60,490,420,0,105,365,40,25,2013,39,2,1,43,3,0
147435,100,450,585,0,275,30,70,14.1482857143,2013,45,1,1,29,3,0
147441,190,430,375,32,365,48,40,60.096,2013,40,1,1,40,1,5
147444,60,515,585,120,115,45,35,45.7142857143,2013,44,1,1,54,1,0
147448,80,480,410,60,350,60,40,49.519,2013,43,1,1,50,1,1
147450,120,465,557,0,100,198,45,14.3333333333,2013,42,1,1,39,1,1
147456,120,484,520,250,15,51,45,35.0426666667,2013,40,2,1,51,3,1
147459,195,420,290,138,152,245,40,25.9615,2013,42,2,1,49,3,1
147465,150,210,240,30,570,240,36,18.6963888889,2013,43,2,1,50,3,0
147472,80,495,515,105,200,45,40,10,2013,38,2,1,32,2,1
147476,130,355,585,0,290,80,45,29.9144444444,2013,43,2,1,38,1,2
147482,200,390,320,0,350,180,50,21.08,2013,39,1,2,19,3,0
147484,90,420,595,45,270,20,46,20.902826087,2013,39,1,1,49,1,0
147488,40,360,505,205,315,15,40,26.25,2013,39,1,1,31,1,3
147489,0,620,30,190,585,15,35,24.7251428571,2013,46,1,1,48,1,3
147508,50,440,460,155,285,50,45,40.5982222222,2013,43,1,1,47,1,2
147509,45,480,575,65,165,110,50,21.14,2013,40,1,1,34,3,0
147512,60,600,510,40,210,20,40,14.5,2013,39,1,1,58,3,0
147513,120,480,485,125,200,30,40,17.5,2013,39,2,1,51,3,1
147525,85,300,660,75,120,200,75,16,2013,40,1,1,47,1,1
147527,40,470,500,45,285,100,40,17.5,2013,43,2,1,45,1,2
147530,45,615,690,0,60,30,40,20.67,2013,44,1,1,50,3,1
147531,85,450,215,115,575,0,40,24.03825,2013,42,1,1,27,1,1
147540,206,460,286,101,70,317,40,17.647,2013,43,1,2,30,1,1
147542,80,390,675,65,220,10,50,32,2013,39,1,1,32,1,1
147549,115,190,450,315,275,95,40,15.825,2013,39,2,1,43,2,0
147552,60,398,795,30,125,32,65,9.23076923077,2013,39,1,1,29,3,0
147555,75,360,445,0,500,60,55,11.1887272727,2013,40,2,1,38,3,1
147556,99,525,450,0,80,286,58,20.6896551724,2013,41,1,1,80,1,2
147557,20,555,610,0,160,95,50,11,2013,40,1,1,43,1,1
147559,46,210,243,465,372,104,40,9.76,2013,41,2,2,55,3,0
147563,70,555,510,112,103,90,40,9.61525,2013,40,2,1,38,3,1
147568,45,420,660,0,225,90,65,9.23076923077,2013,45,2,1,28,3,0
147569,95,540,500,0,290,15,40,10,2013,39,1,1,30,1,5
147570,72,630,600,0,108,30,60,13.5833333333,2013,32,1,1,36,1,2
147576,75,465,445,125,215,115,35,9.33,2013,39,2,1,49,1,1
147582,0,750,240,60,330,60,40,10.4,2013,39,2,1,19,3,3
147583,160,395,465,155,225,40,40,24.4,2013,41,1,1,33,3,1
147584,115,420,675,110,45,75,38,56.1739473684,2013,44,2,1,62,1,0
147585,12,350,993,5,60,20,65,1.42,2013,40,2,1,52,3,0
147588,85,540,15,120,525,155,50,10.7692,2013,43,1,1,32,3,0
147590,90,479,510,131,179,51,58,29.045,2013,42,1,1,48,1,2
147595,35,275,260,120,473,277,47,23.4574468085,2013,39,1,2,54,3,0
147596,90,550,515,5,220,60,40,19.3255,2013,43,1,1,29,3,0
147598,72,500,555,40,183,90,40,17.5,2013,43,1,1,25,3,0
147599,80,540,480,0,265,75,40,19.23075,2013,43,2,1,32,3,0
147600,75,510,195,320,340,0,55,17.4727272727,2013,43,2,1,42,1,2
147612,0,525,40,311,534,30,60,23.0768333333,2013,44,2,1,46,2,1
147613,30,420,475,210,60,245,40,41.9,2013,43,2,2,41,3,2
147614,50,450,330,90,330,190,40,72.11525,2013,46,1,1,68,1,0
147621,22,540,125,325,305,123,62,15.5085483871,2013,39,1,1,58,1,0
147622,132,468,10,5,600,225,40,51.44225,2013,43,2,1,57,3,0
147630,70,540,460,40,170,160,50,32.6922,2013,43,2,1,27,3,0
147633,92,479,502,65,300,2,40,18,2013,40,1,1,46,2,1
147643,35,545,615,155,60,30,45,9.40155555556,2013,39,1,1,20,3,1
147645,55,475,645,40,165,60,60,27.2333333333,2013,46,2,1,34,1,1
147647,20,300,545,335,180,60,40,9,2013,39,2,1,29,3,2
147650,123,480,465,142,80,150,40,62,2013,44,2,1,28,1,2
147664,50,360,448,145,395,42,40,48.07675,2013,43,1,1,34,1,3
147666,76,344,900,0,60,60,74,18.1912162162,2013,40,1,1,51,3,0
147677,97,445,546,2,243,107,40,31.25,2013,42,1,1,56,1,2
147683,40,480,580,20,300,20,40,47.596,2013,44,1,1,50,1,1
147685,28,508,125,317,195,267,40,20.19225,2013,44,2,1,24,1,0
147695,25,532,60,0,813,10,40,18.75,2013,41,1,1,34,1,0
147711,70,450,150,653,22,95,50,25,2013,44,2,1,54,3,0
147716,75,330,955,0,15,65,40,13,2013,43,2,1,49,3,0
147728,63,555,575,36,121,90,45,5.128,2013,39,1,2,47,3,0
147729,16,309,600,330,115,70,35,7.85714285714,2013,39,2,2,28,2,2
147739,110,440,570,86,40,194,50,42.3076,2013,44,2,1,52,1,1
147742,110,520,140,290,300,80,55,52.4474545455,2013,43,1,1,48,3,0
147746,65,460,540,0,325,50,45,14.9571111111,2013,43,1,1,42,3,0
147750,245,540,180,165,158,152,40,40.86525,2013,44,1,1,41,1,2
147751,30,450,420,165,330,45,37,27.027027027,2013,43,2,2,32,3,0
147753,150,465,495,50,200,80,40,15.3845,2013,43,2,1,30,3,0
147757,60,660,480,0,165,75,45,10,2013,39,1,1,49,3,0
147760,251,466,20,62,324,317,72,40.0640277778,2013,43,1,1,49,1,3
147764,34,531,495,20,275,85,40,32.69225,2013,43,1,1,30,1,1
147769,55,480,510,45,320,30,40,23.31725,2013,43,2,2,53,3,0
147772,85,270,650,270,55,110,36,27,2013,42,2,1,36,1,2
147777,55,540,225,0,455,165,40,43.269,2013,40,1,1,53,1,2
147782,65,480,450,2,443,0,40,14.625,2013,40,1,1,58,1,1
147784,30,510,60,445,395,0,42,21.52,2013,40,1,1,49,2,0
147785,50,450,460,55,380,45,40,13.65,2013,40,2,1,58,3,0
147788,160,480,565,15,145,75,40,60.096,2013,42,1,1,41,1,1
147791,120,645,450,0,195,30,40,24.03825,2013,43,2,1,29,3,0
147795,218,435,70,246,411,60,40,62.5,2013,42,1,1,64,3,0
147799,77,539,498,185,95,46,55,17.4823636364,2013,39,1,1,30,2,2
147800,94,405,270,25,576,70,67,25.3731343284,2013,39,1,1,36,1,1
147805,110,450,505,165,155,55,37,12.9935135135,2013,43,2,1,41,1,2
147809,40,450,455,0,484,11,48,8,2013,41,1,1,21,3,0
147811,110,390,415,0,270,255,55,7.27272727273,2013,43,1,2,78,3,0
147818,50,628,411,66,210,75,38,10.6273684211,2013,39,2,1,41,1,1
147820,25,530,500,160,225,0,40,10,2013,33,1,1,39,1,3
147821,65,570,420,0,350,35,60,32.6666666667,2013,40,1,1,52,1,0
147824,173,475,482,0,215,95,40,13,2013,39,1,1,61,1,0
147827,20,385,15,680,330,10,50,45,2013,39,1,1,35,1,3
147828,28,325,415,30,512,130,70,8.19285714286,2013,40,2,1,21,3,0
147829,0,450,525,180,225,60,50,6,2013,42,2,1,36,1,0
147833,49,521,535,125,190,20,45,16.6666666667,2013,43,1,2,34,1,2
147834,16,420,697,0,292,15,40,10,2013,40,1,1,23,3,2
147839,31,423,470,321,180,15,40,13.5,2013,39,2,1,38,1,2
147841,0,495,15,690,240,0,54,35.6124074074,2013,43,1,1,38,1,4
147844,80,450,150,100,630,30,38,7.5,2013,36,2,1,45,3,1
147848,40,480,670,0,220,30,42,29.7619047619,2013,43,1,1,54,1,1
147849,20,510,625,10,200,75,45,7.11111111111,2013,43,1,1,35,3,0
147853,60,420,421,149,120,270,35,61.5382857143,2013,42,2,1,48,1,1
147857,45,510,620,115,105,45,45,38.4613333333,2013,43,1,1,31,1,1
147874,0,480,495,150,285,30,68,11.7647058824,2013,40,2,1,56,3,0
147880,10,745,455,60,125,45,40,16.88,2013,39,1,1,42,3,0
147886,80,330,690,90,190,60,50,51.923,2013,39,1,1,34,1,4
147888,65,510,590,110,123,42,40,16.5,2013,37,1,1,54,3,0
147891,22,510,523,30,200,155,40,22.596,2013,43,2,1,27,3,0
147894,220,490,430,150,100,50,35,15.934,2013,40,2,1,34,1,0
147897,40,448,515,35,365,37,40,36.53825,2013,44,1,1,45,3,0
147905,95,405,390,30,395,125,45,64.1024444444,2013,46,1,1,50,1,1
147910,60,420,450,0,390,120,40,26.44225,2013,40,1,1,45,3,0
147914,60,629,135,138,365,113,55,25.1747272727,2013,43,2,1,49,1,1
147915,70,495,395,5,325,150,50,11.0124,2013,42,1,1,59,1,1
147917,65,486,470,269,60,90,40,57.69225,2013,45,2,1,34,1,2
147918,30,390,685,0,305,30,50,14.7692,2013,38,1,1,32,3,0
147919,31,563,456,0,390,0,40,9.23075,2013,39,1,1,38,3,0
147924,40,360,485,285,270,0,40,22.596,2013,39,2,1,42,1,1
147926,121,495,479,30,230,85,40,11,2013,41,2,1,21,3,0
147930,0,240,655,10,460,75,45,15.6564444444,2013,46,2,1,63,3,0
147933,40,515,15,670,170,30,37,19.5135135135,2013,43,2,1,44,1,2
147940,17,480,533,37,343,30,40,20,2013,43,1,1,67,1,0
147947,10,480,155,0,690,105,40,32.2115,2013,43,1,1,26,3,0
147952,255,360,325,170,40,290,40,8,2013,40,2,1,40,3,2
147957,50,460,505,0,350,75,40,16.59375,2013,44,2,1,26,3,1
147959,250,340,635,30,120,65,50,29.7872,2013,41,1,1,43,1,1
147960,25,710,330,75,180,120,58,10.4,2013,40,2,1,54,3,0
147968,60,525,720,0,135,0,40,14,2013,39,1,1,41,3,2
147974,60,465,450,150,210,105,40,26.44225,2013,43,2,2,40,1,2
147975,135,395,550,5,305,50,40,8,2013,35,1,2,17,3,1
147985,50,420,500,0,240,230,70,41.2087142857,2013,46,2,1,76,1,0
147989,150,360,510,105,240,75,50,21.1538,2013,41,1,1,33,1,1
147995,41,390,489,358,120,42,42,23.0952380952,2013,39,1,1,40,1,4
147996,65,480,575,0,290,30,40,15,2013,43,1,1,55,1,0
147998,10,360,610,0,348,112,42,9.52380952381,2013,40,1,1,61,1,0
148001,66,480,459,40,330,65,45,25.6408888889,2013,44,1,1,35,2,0
148006,10,660,550,0,190,30,40,16.1,2013,39,1,1,19,3,0
148009,122,330,514,155,309,10,40,28.846,2013,41,1,1,40,1,2
148019,111,435,500,60,249,85,50,38.846,2013,42,1,1,42,1,2
148021,0,690,390,0,240,120,40,12.5,2013,32,1,2,57,3,0
148023,163,420,445,115,262,35,40,20.673,2013,43,2,1,32,1,2
148029,70,600,660,50,60,0,45,17.75,2013,39,1,1,44,3,0
148030,120,285,470,105,345,115,42,32.9669047619,2013,43,2,1,50,1,2
148036,35,465,570,155,155,60,50,19.2306,2013,43,1,1,47,1,2
148039,30,450,540,95,305,20,50,35,2013,43,1,1,25,3,0
148040,65,460,565,20,250,80,46,18.3945652174,2013,43,1,1,43,3,1
148041,75,495,600,0,30,240,45,13.3333333333,2013,41,2,1,26,2,0
148043,30,555,630,10,170,45,50,17.5,2013,42,1,1,30,3,0
148046,45,630,430,10,230,95,40,19.69,2013,39,2,1,22,3,0
148048,61,480,535,25,260,79,50,30,2013,41,1,1,32,3,0
148053,118,480,540,32,240,30,40,15.5,2013,42,1,2,37,2,1
148055,125,360,465,135,140,215,45,27.7777777778,2013,44,2,2,47,1,2
148057,80,450,490,100,270,50,50,17.3076,2013,41,1,1,48,1,1
148058,65,450,610,30,255,30,50,29.6,2013,42,1,1,57,1,0
148066,70,508,483,144,205,30,40,18.75,2013,40,2,1,56,1,0
148069,80,575,610,30,115,30,40,12.5,2013,40,2,1,71,3,0
148073,60,720,390,0,180,90,55,5.72727272727,2013,39,1,1,28,3,3
148074,55,435,525,105,200,120,40,10.2,2013,33,2,1,40,3,1
148077,81,585,489,0,10,275,50,7.5024,2013,43,2,1,23,3,0
148083,190,210,635,30,305,70,45,40.5982222222,2013,43,1,1,34,3,0
148086,110,405,505,135,120,165,40,10.55,2013,40,2,1,32,3,4
148087,30,600,437,15,278,80,40,8.84,2013,39,2,2,59,3,0
148088,0,635,595,0,210,0,40,17.35,2013,40,2,1,45,3,0
148090,240,390,420,160,60,170,35,60.4394285714,2013,39,1,1,52,3,0
148093,70,480,540,60,285,5,40,28.825,2013,39,1,1,42,3,0
148105,38,320,500,95,427,60,40,10.75,2013,43,1,1,44,1,5
148113,170,450,490,180,95,55,40,34.61525,2013,39,1,1,49,1,0
148115,30,540,450,5,335,80,40,11.5,2013,39,2,1,74,3,2
148121,240,295,500,0,275,130,40,7.22925,2013,40,1,1,23,3,0
148122,60,480,105,135,330,330,68,42.4207352941,2013,43,1,2,52,1,0
148123,20,540,605,0,275,0,42,15.53,2013,39,2,1,61,3,0
148124,110,530,455,20,240,85,40,13.4375,2013,39,2,1,48,1,0
148126,101,452,466,34,367,20,40,15.875,2013,41,1,2,28,1,1
148128,60,630,480,10,110,150,40,31.25,2013,43,1,1,51,3,0
148129,100,450,435,155,255,45,40,41.82675,2013,44,2,1,34,1,1
148130,59,370,596,40,340,35,40,12.5,2013,39,2,2,68,3,0
148134,44,459,494,168,170,105,40,24,2013,43,2,2,32,1,2
148139,85,520,585,30,185,35,40,40.86525,2013,44,1,1,38,1,2
148147,55,515,545,80,155,90,40,14.423,2013,43,2,1,34,1,0
148149,140,390,550,29,105,226,47,29.4978723404,2013,43,2,2,31,1,1
148151,165,350,505,0,210,210,60,35.8973333333,2013,43,2,1,65,1,0
148153,30,600,120,280,90,320,40,19.23075,2013,44,1,1,53,3,0
148162,140,360,510,65,210,155,45,64.1024444444,2013,43,2,1,54,3,0
148169,40,460,660,70,150,60,45,37.5255555556,2013,43,1,1,53,1,3
148173,133,150,1035,15,35,72,60,17.6166666667,2013,40,1,1,42,3,0
148176,108,445,485,122,205,75,40,40.3845,2013,46,2,1,60,1,0
148177,129,480,540,141,145,5,40,19.23075,2013,43,1,1,38,3,2
148179,110,400,440,180,160,150,40,30.845,2013,42,2,2,58,3,0
148180,38,461,401,179,311,50,40,53.75,2013,46,2,2,47,1,1
148182,50,360,710,150,125,45,44,27.2727272727,2013,39,1,1,37,1,2
148183,165,520,403,212,80,60,40,10,2013,44,2,1,41,1,1
148190,20,445,530,105,280,60,40,10,2013,33,2,1,46,1,2
148200,65,420,495,50,350,60,40,10.625,2013,39,1,1,30,1,1
148206,60,450,540,0,240,150,40,11.53825,2013,43,1,1,27,1,1
148207,190,690,510,0,50,0,40,8,2013,35,1,1,29,1,3
148212,70,585,660,15,65,45,40,32,2013,43,1,1,31,3,0
148217,80,445,600,0,210,105,60,13.4615,2013,44,1,1,34,1,5
148235,30,555,200,25,140,490,52,24.0384615385,2013,42,1,2,57,3,0
148242,50,300,513,55,502,20,37,16.4324324324,2013,39,1,1,54,3,0
148253,140,554,105,201,330,110,40,25,2013,42,2,1,35,1,2
148265,61,420,406,10,501,42,45,7.77777777778,2013,39,1,2,18,3,0
148269,123,345,450,236,40,246,40,30,2013,39,2,1,65,3,0
148272,40,750,120,230,90,210,40,38.94225,2013,40,2,1,59,3,1
148275,70,575,80,265,290,160,40,26.923,2013,46,2,1,47,3,2
148278,40,450,472,59,379,40,40,13.85,2013,39,2,1,61,1,0
148279,30,427,794,1,40,148,36,35,2013,41,2,1,26,3,1
148280,140,550,495,45,150,60,40,15,2013,39,1,1,47,3,0
148290,10,450,475,60,443,2,35,9.19285714286,2013,36,1,1,37,1,3
148318,219,493,343,30,185,170,40,43.269,2013,44,1,1,41,1,2
148322,92,953,180,15,92,108,60,4.16666666667,2013,39,2,1,43,3,0
148328,77,435,483,98,240,107,40,8,2013,39,2,1,26,3,2
148330,100,480,495,115,115,135,40,23.5575,2013,43,2,2,62,3,0
148331,90,444,480,166,105,155,40,19.23075,2013,40,2,1,31,1,1
148334,50,660,400,70,240,20,40,13,2013,39,1,1,31,1,1
148337,37,570,315,143,148,227,40,15.25,2013,40,2,1,54,3,0
148341,30,455,445,0,435,75,40,15.3845,2013,39,1,1,60,1,0
148342,120,645,550,0,102,23,40,20,2013,39,1,1,43,1,2
148346,90,540,465,40,245,60,35,52.7471428571,2014,37,2,1,16,3,1
148351,45,585,645,0,125,40,72,11.1111111111,2014,43,1,2,27,1,1
148352,60,450,555,75,240,60,40,25,2014,42,1,1,28,1,1
148358,123,531,513,99,72,102,45,64.1024444444,2014,44,1,1,35,1,1
148361,102,459,479,125,200,75,40,16.8015,2014,42,2,1,41,1,2
148365,4,478,646,302,0,10,40,27.40375,2014,40,2,1,45,1,3
148371,66,420,444,355,100,55,40,9,2014,39,2,1,26,1,2
148380,72,445,460,25,333,105,45,23.0768888889,2014,46,1,2,69,3,0
148382,68,395,450,82,265,180,38,23.2792105263,2014,44,2,1,28,3,0
148386,120,390,600,45,225,60,40,8.75,2014,40,1,1,54,3,0
148392,0,360,820,0,260,0,60,30.4333333333,2014,43,2,1,63,3,0
148399,90,700,240,90,245,75,50,16.92,2014,44,2,1,54,3,0
148405,30,525,495,120,255,15,40,9.5,2014,41,1,1,33,2,0
148407,14,450,683,0,263,30,55,33.2167272727,2014,40,1,1,48,1,0
148411,135,481,569,55,125,75,42,41.6666666667,2014,43,2,1,49,3,1
148416,138,345,600,170,107,80,40,20.625,2014,39,1,1,41,3,1
148421,74,529,360,114,180,183,46,29.2641304348,2014,45,2,1,32,3,1
148422,50,240,60,415,585,90,50,38.4614,2014,43,2,1,51,3,1
148428,90,445,495,230,120,60,50,57.6922,2014,44,2,1,40,1,2
148431,95,580,475,35,180,75,40,37.5,2014,40,1,1,53,3,0
148433,0,889,4,40,500,7,38,40.4857894737,2014,45,1,1,67,1,0
148442,71,420,455,21,403,70,40,18.35,2014,39,1,1,42,3,0
148447,40,520,550,60,75,195,40,24.03825,2014,40,2,1,57,3,0
148448,104,808,90,152,221,65,60,18.3333333333,2014,39,1,1,34,1,2
148449,165,510,575,10,120,60,40,59.1345,2014,44,2,1,35,3,1
148450,65,430,505,40,295,105,40,20,2014,42,2,1,59,1,0
148456,128,408,525,65,310,4,35,15.02,2014,39,2,1,51,3,1
148460,15,320,1030,0,70,5,65,9.94076923077,2014,39,1,1,71,3,0
148463,54,385,473,95,328,105,45,26.9228888889,2014,44,1,1,36,1,4
148465,135,420,480,180,90,135,40,67.3,2014,44,2,1,62,1,0
148466,105,590,5,4,681,55,45,64.1024444444,2014,43,1,1,54,1,2
148470,90,515,490,30,135,180,50,15.909,2014,39,1,2,58,1,1
148471,99,545,456,50,115,175,40,19.23075,2014,42,2,1,55,1,0
148475,74,450,430,15,321,150,40,10,2014,39,1,1,58,3,0
148476,0,450,525,90,345,30,40,37.5,2014,44,1,1,36,1,2
148478,40,610,525,60,195,10,40,9.6,2014,39,1,2,35,2,2
148482,120,450,720,0,70,80,40,37,2014,39,1,1,60,1,0
148484,175,540,475,40,180,30,67,15.1492537313,2014,40,1,1,25,1,0
148492,20,505,480,145,200,90,35,8.79114285714,2014,40,2,1,50,1,0
148497,95,570,470,10,105,190,72,23.1036111111,2014,40,1,1,58,1,0
148500,29,270,633,30,413,65,48,10.4166666667,2014,39,1,1,42,3,1
148501,115,465,439,31,345,45,40,21.6345,2014,43,2,1,46,1,1
148506,60,450,660,60,135,75,45,64.1024444444,2014,44,2,1,44,3,3
148511,75,560,590,138,47,30,40,12,2014,37,2,1,50,3,0
148513,45,600,555,0,240,0,40,12.5,2014,39,2,1,49,2,0
148519,66,615,240,180,260,79,60,12.8833333333,2014,43,1,1,30,1,1
148520,120,465,515,60,210,70,50,21.2,2014,44,2,1,38,1,0
148526,132,455,500,40,154,159,40,11.53825,2014,39,1,2,24,1,2
148528,10,845,510,5,15,55,36,14.1025,2014,41,2,1,66,1,0
148529,70,435,485,130,210,110,45,15.7588888889,2014,39,1,2,28,2,0
148534,195,450,475,50,210,60,40,25,2014,43,1,1,27,2,1
148535,35,420,480,15,120,370,40,10,2014,40,1,1,25,1,0
148545,75,675,440,0,100,150,35,11.4285714286,2014,40,2,1,35,3,0
148546,40,420,535,62,330,53,40,15,2014,43,1,1,58,1,0
148548,95,480,470,90,245,60,36,11.1111111111,2014,34,1,1,32,1,2
148550,60,480,530,0,325,45,40,18.269,2014,42,2,1,36,1,2
148555,240,450,540,0,150,60,45,64.1024444444,2014,44,2,1,52,3,1
148557,30,390,780,0,30,210,40,8.75,2014,43,1,1,35,1,2
148564,50,420,285,165,490,30,65,44.3786153846,2014,43,1,1,39,1,0
148565,70,435,455,230,145,105,40,19,2014,40,2,1,52,1,1
148569,111,590,387,147,115,90,40,39.423,2014,43,2,2,37,3,1
148571,90,330,720,30,225,45,60,29.4833333333,2014,46,1,1,59,1,2
148575,160,480,120,225,190,265,40,14.423,2014,43,1,1,44,1,2
148576,50,480,515,30,305,60,40,17,2014,40,1,1,24,3,0
148577,62,509,510,5,90,264,40,32,2014,39,1,1,37,1,2
148583,75,405,505,0,290,165,40,12.5,2014,41,2,1,60,1,0
148584,72,542,152,66,558,50,70,13.7361428571,2014,44,1,2,66,3,0
148585,40,585,480,10,290,35,37,8.10810810811,2014,39,2,1,23,3,0
148589,92,418,90,565,90,185,40,28.173,2014,46,2,1,35,2,1
148590,0,780,630,0,30,0,55,20,2014,39,1,2,50,1,1
148594,0,600,525,55,235,25,40,22.5,2014,43,2,1,42,1,0
148595,90,510,60,165,170,445,40,25,2014,44,2,1,60,3,0
148598,120,475,480,170,160,35,50,38.4614,2014,42,1,1,43,1,2
148599,120,480,60,210,360,210,40,20.19225,2014,39,2,1,60,3,0
148601,50,460,705,0,140,85,40,14.36,2014,45,2,1,51,2,0
148608,165,360,450,20,405,40,40,25.48075,2014,43,1,1,25,3,3
148609,76,533,370,71,270,120,40,37.5,2014,44,1,1,47,1,2
148610,80,425,830,0,80,25,40,12.019,2014,43,1,1,58,1,0
148615,90,360,450,180,205,155,35,10.7142857143,2014,43,2,1,45,3,1
148616,35,300,245,170,688,2,48,10.3,2014,40,1,1,21,3,0
148617,0,660,60,0,718,2,53,7.25679245283,2014,40,2,1,38,1,1
148619,60,505,480,10,290,95,40,25.4,2014,39,2,1,59,3,0
148622,60,450,570,0,360,0,40,50.48075,2014,40,1,1,85,1,0
148626,20,410,690,0,300,20,60,13.8666666667,2014,39,1,1,36,1,2
148634,30,330,900,0,180,0,60,48.0768333333,2014,39,1,1,52,3,0
148636,62,570,530,1,262,15,37,16.2162162162,2014,43,1,1,47,1,2
148643,41,740,135,150,225,149,47,36.4155319149,2014,36,2,1,36,2,1
148647,75,515,505,10,275,60,38,18.2184210526,2014,40,2,1,44,3,0
148658,45,510,460,50,345,30,40,13.25,2014,39,2,1,38,1,2
148663,80,535,435,145,105,140,44,27.0977272727,2014,40,1,1,31,1,2
148665,95,480,480,0,295,90,40,24.03825,2014,40,1,1,43,1,4
148668,40,405,580,205,150,60,40,27.5,2014,44,2,1,40,1,1
148671,50,585,525,0,220,60,37,6.23675675676,2014,40,1,1,22,1,0
148674,10,525,460,200,110,135,40,9.25,2014,40,2,2,24,2,0
148678,80,450,520,60,310,20,40,48.07675,2014,40,1,1,42,1,3
148680,65,500,485,210,120,60,40,13.75,2014,41,1,1,40,1,1
148681,40,330,900,5,110,55,45,29.0597777778,2014,43,2,1,28,3,0
148683,65,388,525,47,261,154,40,8.5,2014,34,1,1,26,3,1
148688,40,440,573,182,145,60,50,32.6922,2014,44,1,1,32,1,2
148690,40,390,520,260,30,200,40,51.19025,2014,43,2,1,37,3,0
148692,138,410,497,98,145,152,40,22.596,2014,43,1,1,26,1,1
148695,20,435,485,255,200,45,40,11.26,2014,39,2,1,55,1,0
148697,40,510,610,0,0,280,50,39,2014,39,1,2,47,1,1
